84	0	0	0
84	0	1	1
84	0	2	2
84	0	3	3
84	0	4	4
84	0	5	5
84	0	6	6
84	0	7	7
84	0	8	8
84	0	9	9
84	0	10	10
84	0	11	11
84	0	12	12
84	0	13	13
84	0	14	14
84	0	15	15
84	0	16	16
84	0	17	17
84	0	18	18
84	0	19	19
84	0	20	20
84	0	21	21
84	0	22	22
84	0	23	23
84	0	24	24
84	0	25	25
84	0	26	26
84	0	27	27
84	0	28	28
84	0	29	29
84	0	30	30
84	0	31	31
84	0	32	32
84	0	33	33
84	0	34	34
84	0	35	35
84	0	36	36
84	0	37	37
84	0	38	38
84	0	39	39
84	0	40	40
84	0	41	41
84	0	42	42
84	0	43	43
84	0	44	44
84	0	45	45
84	0	46	46
84	0	47	47
84	0	48	48
84	0	49	49
84	0	50	50
84	0	51	51
84	0	52	52
84	0	53	53
84	0	54	54
84	0	55	55
84	0	56	56
84	0	57	57
84	0	58	58
84	0	59	59
84	0	60	60
84	0	61	61
84	0	62	62
84	0	63	63
84	0	64	64
84	0	65	65
84	0	66	66
84	0	67	67
84	0	68	68
84	0	69	69
84	0	70	70
84	0	71	71
84	0	72	72
84	0	73	73
84	0	74	74
84	0	75	75
84	0	76	76
84	0	77	77
84	0	78	78
84	0	79	79
84	0	80	80
84	0	81	81
84	0	82	82
84	0	83	83
84	0	84	84
84	0	85	85
84	0	86	86
84	0	87	87
84	0	88	88
84	0	89	89
84	0	90	90
84	0	91	91
84	0	92	92
84	0	93	93
84	0	94	94
84	0	95	95
84	0	96	96
84	0	97	97
84	0	98	98
84	0	99	99
84	0	100	100
84	0	101	101
84	0	102	102
84	0	103	103
84	0	104	104
84	0	105	105
84	0	106	106
84	0	107	107
84	0	108	108
84	0	109	109
84	0	110	110
84	0	111	111
84	0	112	112
84	0	113	113
84	0	114	114
84	0	115	115
84	0	116	116
84	0	117	117
84	0	118	118
84	0	119	119
84	0	120	120
84	0	121	121
84	0	122	122
84	0	123	123
84	0	124	124
84	0	125	125
84	0	126	126
83	3	0	0
83	70	1	1
83	70	2	2
83	70	3	3
83	70	4	4
83	70	5	5
83	70	6	6
83	70	7	7
83	70	8	8
83	70	9	9
83	70	11	11
83	70	12	12
83	71	13	13
83	70	14	14
83	70	15	15
83	70	16	16
83	70	17	17
83	70	18	18
83	70	19	19
83	70	20	20
83	70	21	21
83	70	22	22
83	70	23	23
83	70	24	24
83	70	25	25
83	70	26	26
83	70	27	27
83	70	28	28
83	70	29	29
83	70	30	30
83	70	31	31
83	70	32	32
83	70	33	33
83	70	34	34
83	70	35	35
83	70	36	36
83	70	37	37
83	70	38	38
83	70	39	39
83	70	40	40
83	70	41	41
83	70	42	42
83	70	43	43
83	70	44	44
83	70	45	45
83	70	46	46
83	70	47	47
83	70	48	48
83	70	49	49
83	70	50	50
83	70	51	51
83	70	52	52
83	70	53	53
83	70	54	54
83	70	55	55
83	70	56	56
83	70	57	57
83	70	58	58
83	70	59	59
83	70	60	60
83	70	61	61
83	70	62	62
83	70	63	63
83	70	64	64
83	70	65	65
83	70	66	66
83	70	67	67
83	70	68	68
83	70	69	69
83	70	70	70
83	70	71	71
83	70	72	72
83	70	73	73
83	70	74	74
83	70	75	75
83	70	76	76
83	70	77	77
83	70	78	78
83	70	79	79
83	70	80	80
83	70	81	81
83	70	82	82
83	70	83	83
83	70	84	84
83	70	85	85
83	70	86	86
83	70	87	87
83	70	88	88
83	70	89	89
83	70	90	90
83	70	91	91
83	70	92	92
83	70	93	93
83	70	94	94
83	70	95	95
83	70	96	96
83	70	97	97
83	70	98	98
83	70	99	99
83	70	100	100
83	70	101	101
83	70	102	102
83	70	103	103
83	70	104	104
83	70	105	105
83	70	106	106
83	70	107	107
83	70	108	108
83	70	109	109
83	70	110	110
83	70	111	111
83	70	112	112
83	70	113	113
83	70	114	114
83	70	115	115
83	70	116	116
83	70	117	117
83	70	118	118
83	70	119	119
83	70	120	120
83	70	121	121
83	70	122	122
83	70	123	123
83	70	124	124
83	70	125	125
83	70	126	126
83
82	3	0	0
82	70	1	1
82	70	2	2
82	70	3	3
82	70	4	4
82	70	5	5
82	70	6	6
82	70	7	7
82	70	8	8
82	70	9	9
82	83	10	10
82	70	11	11
82	70	12	12
82	72	13	13
82	70	14	14
82	70	15	15
82	70	16	16
82	70	17	17
82	70	18	18
82	70	19	19
82	70	20	20
82	70	21	21
82	70	22	22
82	70	23	23
82	70	24	24
82	70	25	25
82	70	26	26
82	70	27	27
82	70	28	28
82	70	29	29
82	70	30	30
82	70	31	31
82	70	32	32
82	70	33	33
82	70	34	34
82	70	35	35
82	70	36	36
82	70	37	37
82	70	38	38
82	70	39	39
82	70	40	40
82	70	41	41
82	70	42	42
82	70	43	43
82	70	44	44
82	70	45	45
82	70	46	46
82	70	47	47
82	70	48	48
82	70	49	49
82	70	50	50
82	70	51	51
82	70	52	52
82	70	53	53
82	70	54	54
82	70	55	55
82	70	56	56
82	70	57	57
82	70	58	58
82	70	59	59
82	70	60	60
82	70	61	61
82	70	62	62
82	70	63	63
82	70	64	64
82	70	65	65
82	70	66	66
82	70	67	67
82	70	68	68
