0	1	20	20
0	10	21	21
0	10	22	22
0	10	23	23
0	10	24	24
0	10	25	25
0	10	26	26
0	10	27	27
0	10	28	28
0	10	29	29
0	10	2a	2a
0	10	2b	2b
0	10	2c	2c
0	10	2d	2d
0	10	2e	2e
0	10	2f	2f
0	5	30	30
0	5	31	31
0	5	32	32
0	5	33	33
0	5	34	34
0	5	35	35
0	5	36	36
0	5	37	37
0	5	38	38
0	5	39	39
0	10	3a	3a
0	10	3b	3b
0	10	3c	3c
0	10	3d	3d
0	10	3e	3e
0	10	3f	3f
0	10	40	40
0	3	41	41
0	3	42	42
0	3	43	43
0	3	44	44
0	3	45	45
0	3	46	46
0	3	47	47
0	3	48	48
0	3	49	49
0	3	4a	4a
0	3	4b	4b
0	3	4c	4c
0	3	4d	4d
0	3	4e	4e
0	3	4f	4f
0	3	50	50
0	3	51	51
0	3	52	52
0	3	53	53
0	3	54	54
0	3	55	55
0	3	56	56
0	3	57	57
0	3	58	58
0	3	59	59
0	3	5a	5a
0	10	5b	5b
0	11	5c	5c
0	10	5d	5d
0	10	5e	5e
0	3	5f	5f
0	10	60	60
0	3	61	61
0	3	62	62
0	3	63	63
0	3	64	64
0	3	65	65
0	3	66	66
0	3	67	67
0	3	68	68
0	3	69	69
0	3	6a	6a
0	3	6b	6b
0	3	6c	6c
0	3	6d	6d
0	3	6e	6e
0	3	6f	6f
0	3	70	70
0	3	71	71
0	3	72	72
0	3	73	73
0	3	74	74
0	3	75	75
0	3	76	76
0	3	77	77
0	3	78	78
0	3	79	79
0	3	7a	7a
0	10	7b	7b
0	10	7c	7c
0	10	7d	7d
0	10	7e	7e
1	1	20	20
1	2	21	21
1	2	22	22
1	2	23	23
1	2	24	24
1	2	25	25
1	2	26	26
1	2	27	27
1	2	28	28
1	2	29	29
1	2	2a	2a
1	2	2b	2b
1	2	2c	2c
1	2	2d	2d
1	2	2e	2e
1	2	2f	2f
1	2	30	30
1	2	31	31
1	2	32	32
1	2	33	33
1	2	34	34
1	2	35	35
1	2	36	36
1	2	37	37
1	2	38	38
1	2	39	39
1	2	3a	3a
1	2	3b	3b
1	2	3c	3c
1	2	3d	3d
1	2	3e	3e
1	2	3f	3f
1	2	40	40
1	2	41	41
1	2	42	42
1	2	43	43
1	2	44	44
1	2	45	45
1	2	46	46
1	2	47	47
1	2	48	48
1	2	49	49
1	2	4a	4a
1	2	4b	4b
1	2	4c	4c
1	2	4d	4d
1	2	4e	4e
1	2	4f	4f
1	2	50	50
1	2	51	51
1	2	52	52
1	2	53	53
1	2	54	54
1	2	55	55
1	2	56	56
1	2	57	57
1	2	58	58
1	2	59	59
1	2	5a	5a
1	2	5b	5b
1	2	5c	5c
1	2	5d	5d
1	2	5e	5e
1	2	5f	5f
1	2	60	60
1	2	61	61
1	2	62	62
1	2	63	63
1	2	64	64
1	2	65	65
1	2	66	66
1	2	67	67
1	2	68	68
1	2	69	69
1	2	6a	6a
1	2	6b	6b
1	2	6c	6c
1	2	6d	6d
1	2	6e	6e
1	2	6f	6f
1	2	70	70
1	2	71	71
1	2	72	72
1	2	73	73
1	2	74	74
1	2	75	75
1	2	76	76
1	2	77	77
1	2	78	78
1	2	79	79
1	2	7a	7a
1	2	7b	7b
1	2	7c	7c
1	2	7d	7d
1	2	7e	7e
1
2	2	20	20
2	2	21	21
2	2	22	22
2	2	23	23
2	2	24	24
2	2	25	25
2	2	26	26
2	2	27	27
2	2	28	28
2	2	29	29
2	2	2a	2a
2	2	2b	2b
2	2	2c	2c
2	2	2d	2d
2	2	2e	2e
2	2	2f	2f
2	2	30	30
2	2	31	31
2	2	32	32
2	2	33	33
2	2	34	34
2	2	35	35
2	2	36	36
2	2	37	37
2	2	38	38
2	2	39	39
2	2	3a	3a
2	2	3b	3b
2	2	3c	3c
2	2	3d	3d
2	2	3e	3e
2	2	3f	3f
2	2	40	40
2	2	41	41
2	2	42	42
2	2	43	43
2	2	44	44
2	2	45	45
2	2	46	46
2	2	47	47
2	2	48	48
2	2	49	49
2	2	4a	4a
2	2	4b	4b
2	2	4c	4c
2	2	4d	4d
2	2	4e	4e
2	2	4f	4f
2	2	50	50
2	2	51	51
2	2	52	52
2	2	53	53
2	2	54	54
2	2	55	55
2	2	56	56
2	2	57	57
2	2	58	58
2	2	59	59
2	2	5a	5a
2	2	5b	5b
2	2	5c	5c
2	2	5d	5d
2	2	5e	5e
2	2	5f	5f
2	2	60	60
2	2	61	61
2	2	62	62
2	2	63	63
2	2	64	64
2	2	65	65
2	2	66	66
2	2	67	67
2	2	68	68
2	2	69	69
2	2	6a	6a
2	2	6b	6b
2	2	6c	6c
2	2	6d	6d
2	2	6e	6e
2	2	6f	6f
2	2	70	70
2	2	71	71
2	2	72	72
2	2	73	73
2	2	74	74
2	2	75	75
2	2	76	76
2	2	77	77
2	2	78	78
2	2	79	79
2	2	7a	7a
2	2	7b	7b
2	2	7c	7c
2	2	7d	7d
2	2	7e	7e
3	2	20	20
3	2	21	21
3	2	22	22
3	2	23	23
3	2	24	24
3	2	25	25
3	2	26	26
3	2	27	27
3	2	28	28
3	2	29	29
3	2	2a	2a
3	2	2b	2b
3	2	2c	2c
3	3	2d	2d
3	2	2e	2e
3	2	2f	2f
3	3	30	30
3	3	31	31
3	3	32	32
3	3	33	33
3	3	34	34
3	3	35	35
3	3	36	36
3	3	37	37
3	3	38	38
3	3	39	39
3	2	3a	3a
3	2	3b	3b
3	2	3c	3c
3	2	3d	3d
3	2	3e	3e
3	2	3f	3f
3	2	40	40
3	3	41	41
3	3	42	42
3	3	43	43
3	3	44	44
3	3	45	45
3	3	46	46
3	3	47	47
3	3	48	48
3	3	49	49
3	3	4a	4a
3	3	4b	4b
3	3	4c	4c
3	3	4d	4d
3	3	4e	4e
3	3	4f	4f
3	3	50	50
3	3	51	51
3	3	52	52
3	3	53	53
3	3	54	54
3	3	55	55
3	3	56	56
3	3	57	57
3	3	58	58
3	3	59	59
3	3	5a	5a
3	2	5b	5b
3	2	5c	5c
3	2	5d	5d
3	2	5e	5e
3	3	5f	5f
3	2	60	60
3	3	61	61
3	3	62	62
3	3	63	63
3	3	64	64
3	3	65	65
3	3	66	66
3	3	67	67
3	3	68	68
3	3	69	69
3	3	6a	6a
3	3	6b	6b
3	3	6c	6c
3	3	6d	6d
3	3	6e	6e
3	3	6f	6f
3	3	70	70
3	3	71	71
3	3	72	72
3	3	73	73
3	3	74	74
3	3	75	75
3	3	76	76
3	3	77	77
3	3	78	78
3	3	79	79
3	3	7a	7a
3	2	7b	7b
3	2	7c	7c
3	2	7d	7d
3	2	7e	7e
3
4	2	20	20
4	2	21	21
4	2	22	22
4	2	23	23
4	2	24	24
4	2	25	25
4	2	26	26
4	2	27	27
4	2	28	28
4	2	29	29
4	2	2a	2a
4	2	2b	2b
4	2	2c	2c
4	2	2d	2d
4	2	2e	2e
4	2	2f	2f
4	4	30	30
4	4	31	31
4	4	32	32
4	4	33	33
4	4	34	34
4	4	35	35
4	4	36	36
4	4	37	37
4	4	38	38
4	4	39	39
4	2	3a	3a
4	2	3b	3b
4	2	3c	3c
4	2	3d	3d
4	2	3e	3e
4	2	3f	3f
4	2	40	40
4	2	41	41
4	2	42	42
4	2	43	43
4	2	44	44
4	2	45	45
4	2	46	46
4	2	47	47
4	2	48	48
4	2	49	49
4	2	4a	4a
4	2	4b	4b
4	2	4c	4c
4	2	4d	4d
4	2	4e	4e
4	2	4f	4f
4	2	50	50
4	2	51	51
4	2	52	52
4	2	53	53
4	2	54	54
4	2	55	55
4	2	56	56
4	2	57	57
4	2	58	58
4	2	59	59
4	2	5a	5a
4	2	5b	5b
4	2	5c	5c
4	2	5d	5d
4	2	5e	5e
4	2	5f	5f
4	2	60	60
4	2	61	61
4	2	62	62
4	2	63	63
4	2	64	64
4	2	65	65
4	2	66	66
4	2	67	67
4	2	68	68
4	2	69	69
4	2	6a	6a
4	2	6b	6b
4	2	6c	6c
4	2	6d	6d
4	2	6e	6e
4	2	6f	6f
4	2	70	70
4	2	71	71
4	2	72	72
4	2	73	73
4	2	74	74
4	2	75	75
4	2	76	76
4	2	77	77
4	2	78	78
4	2	79	79
4	2	7a	7a
4	2	7b	7b
4	2	7c	7c
4	2	7d	7d
4	2	7e	7e
4
5	2	20	20
5	2	21	21
5	2	22	22
5	2	23	23
5	2	24	24
5	2	25	25
5	2	26	26
5	2	27	27
5	2	28	28
5	2	29	29
5	2	2a	2a
5	2	2b	2b
5	2	2c	2c
5	2	2d	2d
5	2	2e	2e
5	2	2f	2f
5	6	30	30
5	6	31	31
5	6	32	32
5	6	33	33
5	6	34	34
5	6	35	35
5	6	36	36
5	6	37	37
5	6	38	38
5	6	39	39
5	2	3a	3a
5	2	3b	3b
5	2	3c	3c
5	2	3d	3d
5	2	3e	3e
5	2	3f	3f
5	2	40	40
5	7	41	41
5	7	42	42
5	7	43	43
5	7	44	44
5	7	45	45
5	7	46	46
5	2	47	47
5	2	48	48
5	2	49	49
5	2	4a	4a
5	2	4b	4b
5	2	4c	4c
5	2	4d	4d
5	2	4e	4e
5	2	4f	4f
5	2	50	50
5	2	51	51
5	2	52	52
5	2	53	53
5	2	54	54
5	2	55	55
5	2	56	56
5	2	57	57
5	2	58	58
